clade	model_id	species	assembly_accession
Echinodermata	sx9zjl7p	Echinocardium cordatum	GCA_965644145.1
Echinodermata	sx9zjl7p	Echinometra lucunter	GCA_029962745.1
Echinodermata	sx9zjl7p	Echinometra mathaei	GCA_978021865.1
Echinodermata	sx9zjl7p	Echinus esculentus	GCA_976925275.1
Echinodermata	sx9zjl7p	Glyptometra sp CNS01629	GCA_055474125.1
Echinodermata	sx9zjl7p	Gracilechinus acutus	GCA_965197335.1
Echinodermata	sx9zjl7p	Heliocidaris crassispina	GCA_044090015.1
Echinodermata	sx9zjl7p	Heliocidaris erythrogramma	GCA_025617745.1
Echinodermata	sx9zjl7p	Heliocidaris tuberculata	GCA_025618425.1
Echinodermata	sx9zjl7p	Holothuria fuscocinerea	GCA_050947865.1
Echinodermata	sx9zjl7p	Holothuria leucospilota	GCA_029531755.1
Echinodermata	sx9zjl7p	Holothuria ocellata	GCA_050613385.1
Echinodermata	sx9zjl7p	Holothuria poli	GCA_981692425.1
Echinodermata	sx9zjl7p	Holothuria sanctori	GCA_964304565.2
Echinodermata	sx9zjl7p	Holothuria scabra	GCA_037179385.1
Echinodermata	sx9zjl7p	Isostichopus fuscus	GCA_051397855.1
Echinodermata	sx9zjl7p	Leptometra celtica	GCA_964341645.1
Echinodermata	sx9zjl7p	Linckia guildingi	GCA_977071125.1
Echinodermata	sx9zjl7p	Linckia multifora	GCA_977007085.1
Echinodermata	sx9zjl7p	Luidia sarsii	GCA_949987565.1
Echinodermata	sx9zjl7p	Lytechinus pictus	GCF_037042905.1
Echinodermata	sx9zjl7p	Lytechinus variegatus	GCF_018143015.1
Echinodermata	sx9zjl7p	Marthasterias glacialis	GCA_911728455.2
Echinodermata	sx9zjl7p	Mesocentrotus franciscanus	GCA_037976565.1
Echinodermata	sx9zjl7p	Mesocentrotus nudus	GCA_055472035.1
Echinodermata	sx9zjl7p	Ophiocomina nigra	GCA_965119575.1
Echinodermata	sx9zjl7p	Ophioderma longicauda	GCA_965120465.1
Echinodermata	sx9zjl7p	Ophiura sarsii	GCA_043643665.1
Echinodermata	sx9zjl7p	Patiria pectinifera	GCA_029964075.1
Echinodermata	sx9zjl7p	Pisaster ochraceus	GCA_010994315.2
Echinodermata	sx9zjl7p	Plazaster borealis	GCA_021014325.1
Echinodermata	sx9zjl7p	Pycnopodia helianthoides	GCA_032158295.1
Echinodermata	sx9zjl7p	Sphaerechinus granularis	GCA_964657215.1
Echinodermata	sx9zjl7p	Stichopus chloronotus	GCA_021234535.1
Echinodermata	sx9zjl7p	Stichopus fusiformiossa	GCA_047655345.1
Echinodermata	sx9zjl7p	Zoroaster sp YZ 2022	GCA_029582265.1
Fungi	fh1kg88z	Acrodontium crateriforme	GCA_033807595.1
Fungi	fh1kg88z	Agaricus bisporus	GCA_000300575.2
Fungi	fh1kg88z	Allantophomopsis lycopodina	GCA_024752465.1
Fungi	fh1kg88z	Alternaria brassicae	GCA_036768465.1
Fungi	fh1kg88z	Amanita rubescens	GCA_965266955.1
Fungi	fh1kg88z	Annulohypoxylon stygium	GCA_040126005.1
Fungi	fh1kg88z	Anthracocystis panici leucophaei	GCA_014826065.1
Fungi	fh1kg88z	Antonospora locustae	GCA_007674295.1
Fungi	fh1kg88z	Apiotrichum mycotoxinovorans	GCA_013177335.1
Fungi	fh1kg88z	Arachnomyces sp KDTOL00113	GCA_949709995.1
Fungi	fh1kg88z	Arachnopeziza aurata	GCA_051247085.1
Fungi	fh1kg88z	Arcopilus aureus	GCA_054372435.1
Fungi	fh1kg88z	Aureobasidium pullulans	GCA_043161985.1
Fungi	fh1kg88z	Auricularia sp M12	GCA_037042885.1
Fungi	fh1kg88z	Australozyma saopauloensis	GCF_035610405.1
Fungi	fh1kg88z	Austropuccinia psidii	GCA_023105745.2
Fungi	fh1kg88z	Barnettozyma sp AR 2024b	GCA_049863505.1
Fungi	fh1kg88z	Batrachochytrium dendrobatidis	GCA_048537975.1
Fungi	fh1kg88z	Blastobotrys aristatus	GCA_946409495.1
Fungi	fh1kg88z	Boletus edulis	GCA_054741165.1
Fungi	fh1kg88z	Botrytis cinerea	GCF_000143535.2
Fungi	fh1kg88z	Brettanomyces nanus	GCF_011074865.1
Fungi	fh1kg88z	Candida albicans	GCF_000182965.3
Fungi	fh1kg88z	Candida hispaniensis	GCA_900535975.1
Fungi	fh1kg88z	Candida zeylanoides	GCA_031851675.1
Fungi	fh1kg88z	Candidozyma haemuli	GCA_019332025.1
Fungi	fh1kg88z	Cenococcum geophilum	GCA_050273025.1
Fungi	fh1kg88z	Ceratobasidium cereale	GCA_049000075.1
Fungi	fh1kg88z	Cladobotryum mycophilum	GCA_036429605.1
Fungi	fh1kg88z	Cladonia diversa	GCA_964605785.1
Fungi	fh1kg88z	Clavaria fumosa	GCA_951802425.1
Fungi	fh1kg88z	Clavispora lusitaniae	GCA_050916175.1
Fungi	fh1kg88z	Clitopilus prunulus	GCA_965649405.1
Fungi	fh1kg88z	Clonostachys rosea	GCA_054828895.1
Fungi	fh1kg88z	Colletotrichum graminicola	GCA_029226625.1
Fungi	fh1kg88z	Collybia sordida	GCA_964235245.1
Fungi	fh1kg88z	Coprinellus micaceus	GCA_951394405.1
Fungi	fh1kg88z	Cordyceps javanica	GCA_051103115.1
Fungi	fh1kg88z	Cryphonectria parasitica	GCA_018104285.1
Fungi	fh1kg88z	Cryptococcus bacillisporus	GCF_000836335.1
Fungi	fh1kg88z	Cryptococcus depauperatus	GCF_001720195.1
Fungi	fh1kg88z	Cryptococcus floricola	GCA_006352305.1
Fungi	fh1kg88z	Cryptococcus neoformans	GCF_000149245.1
Fungi	fh1kg88z	Cryptococcus sp DSM 104548	GCA_036426225.1
Fungi	fh1kg88z	Cryptococcus wingfieldii	GCA_006149155.1
Fungi	fh1kg88z	Cryptotrichosporon brontae	GCA_977066725.1
Fungi	fh1kg88z	Cunninghamella blakesleeana	GCA_054130635.1
Fungi	fh1kg88z	Cutaneotrichosporon cavernicola	GCF_030864355.1
Fungi	fh1kg88z	Cyberlindnera jadinii	GCA_000328385.1
Fungi	fh1kg88z	Cytospora mali	GCA_000818155.1
Fungi	fh1kg88z	Dactylellina haptotyla	GCA_031310005.1
Fungi	fh1kg88z	Debaryomyces hansenii	GCF_000006445.2
Fungi	fh1kg88z	Debaryomycetaceae sp JAC 2022a	GCA_032598715.1
Fungi	fh1kg88z	Dictyophora rubrovolvata	GCA_029959195.1
Fungi	fh1kg88z	Didymella arachidicola	GCA_016630955.3
Fungi	fh1kg88z	Discula destructiva	GCA_965644035.1
Fungi	fh1kg88z	Diutina rugosa	GCA_965362145.1
Fungi	fh1kg88z	Encephalitozoon hellem	GCF_000277815.2
Fungi	fh1kg88z	Ephebe lanata	GCA_965113265.1
Fungi	fh1kg88z	Eremothecium gossypii	GCF_000091025.4
Fungi	fh1kg88z	Eutypella sp QS 31	GCA_054134705.1
Fungi	fh1kg88z	Exobasidium rhododendri	GCA_026210745.1
Fungi	fh1kg88z	Exophiala lecanii corni	GCA_003955835.1
Fungi	fh1kg88z	Flammulina velutipes	GCA_011800155.1
Fungi	fh1kg88z	Floccularia luteovirens	GCA_052855235.1
Fungi	fh1kg88z	Fomitopsis pulvina	GCA_964035675.1
Fungi	fh1kg88z	Fusarium musae	GCF_019915245.1
Fungi	fh1kg88z	Gaeumannomyces avenae	GCA_051938895.1
Fungi	fh1kg88z	Galerina mutabilis	GCA_977035705.1
Fungi	fh1kg88z	Ganoderma boninense	GCA_002900995.3
Fungi	fh1kg88z	Gerronema lapidescens	GCA_052815655.1
Fungi	fh1kg88z	Grifola frondosa	GCA_041464085.1
Fungi	fh1kg88z	Gyroporus aff castaneus	GCA_965788925.1
Fungi	fh1kg88z	Hamiltosporidium tvaerminnensis	GCA_022605425.2
Fungi	fh1kg88z	Hanseniaspora uvarum	GCA_050947715.1
Fungi	fh1kg88z	Hemileia vastatrix	GCA_054948715.1
Fungi	fh1kg88z	Henningerozyma blattae	GCF_000315915.1
Fungi	fh1kg88z	Hericium erinaceus	GCA_006506795.2
Fungi	fh1kg88z	Histoplasma capsulatum	GCA_017310585.1
Fungi	fh1kg88z	Huiozyma naganishii	GCF_000348985.1
Fungi	fh1kg88z	Hydnum repandum	GCA_980750255.1
Fungi	fh1kg88z	Hygrocybe punicea	GCA_963556145.1
Fungi	fh1kg88z	Hyphopichia pseudoburtonii	GCA_003856775.1
Fungi	fh1kg88z	Inocybe tigrina	GCA_964248975.1
Fungi	fh1kg88z	Irpex laceratus	GCA_051903565.1
Fungi	fh1kg88z	Ischnoderma resinosum	GCA_042608485.1
Fungi	fh1kg88z	Jaminaea pallidilutea	GCA_976943345.1
Fungi	fh1kg88z	Kazachstania africana	GCF_000304475.1
Fungi	fh1kg88z	Kluyveromyces marxianus	GCF_001417885.1
Fungi	fh1kg88z	Komagataella pastoris	GCA_001708105.1
Fungi	fh1kg88z	Kwoniella dendrophila	GCF_036810415.1
Fungi	fh1kg88z	Laburnicola rhizohalophila	GCA_039700795.1
Fungi	fh1kg88z	Lachancea fermentati	GCA_053726775.1
Fungi	fh1kg88z	Laetiporus sulphureus	GCA_927399515.3
Fungi	fh1kg88z	Lentinula edodes	GCA_030770075.1
Fungi	fh1kg88z	Leotia lubrica	GCA_965240495.1
Fungi	fh1kg88z	Lepraria neglecta	GCA_033220425.1
Fungi	fh1kg88z	Leptographium flavum	GCA_963580335.1
Fungi	fh1kg88z	Lichina pygmaea	GCA_963422465.1
Fungi	fh1kg88z	Lichtheimia ramosa	GCA_008728235.1
Fungi	fh1kg88z	Linnemannia fluviae	GCA_977013585.1
Fungi	fh1kg88z	Lyophyllum decastes	GCA_025854295.1
Fungi	fh1kg88z	Madurella fahalii	GCA_029876055.1
Fungi	fh1kg88z	Magnusiomyces clavatus	GCA_051013725.1
Fungi	fh1kg88z	Malassezia furfur	GCA_009938135.1
Fungi	fh1kg88z	Marasmius oreades	GCF_018924745.1
Fungi	fh1kg88z	Massalongia carnosa	GCA_965645245.1
Fungi	fh1kg88z	Maudiozyma bulderi	GCA_031590215.1
Fungi	fh1kg88z	Metarhizium robertsii	GCA_037177735.1
Fungi	fh1kg88z	Metschnikowia sp Fae 6	GCA_051943065.1
Fungi	fh1kg88z	Metschnikowiaceae sp FH 2024	GCA_051101175.1
Fungi	fh1kg88z	Meyerozyma guilliermondii	GCA_051546255.1
Fungi	fh1kg88z	Moesziomyces antarcticus	GCA_031214725.1
Fungi	fh1kg88z	Monascus purpureus	GCA_025999795.1
Fungi	fh1kg88z	Monosporozyma servazzii	GCA_964275055.1
Fungi	fh1kg88z	Morchella semilibera	GCA_009192285.1
Fungi	fh1kg88z	Mucor piriformis	GCA_943193625.1
Fungi	fh1kg88z	Mycena galericulata	GCA_965250825.1
Fungi	fh1kg88z	Mycosarcoma maydis	GCF_000328475.2
Fungi	fh1kg88z	Myrothecium sp GS58	GCA_054134755.1
Fungi	fh1kg88z	Nakaseomyces glabratus	GCF_010111755.1
Fungi	fh1kg88z	Nannizziopsis arthrosporioides	GCA_029635245.1
Fungi	fh1kg88z	Naumovozyma castellii	GCF_000237345.1
Fungi	fh1kg88z	Neofabraea malicorticis	GCA_047495995.1
Fungi	fh1kg88z	Neofusicoccum laricinum	GCA_029906385.1
Fungi	fh1kg88z	Neopestalotiopsis rosae	GCA_046115455.1
Fungi	fh1kg88z	Neurospora crassa	GCF_000182925.2
Fungi	fh1kg88z	Nigrospora osmanthi	GCA_029489945.1
Fungi	fh1kg88z	Ogataea polymorpha	GCA_020023485.1
Fungi	fh1kg88z	Paecilomyces variotii	GCA_003990805.1
Fungi	fh1kg88z	Pallidohirschioporus biformis	GCA_040954535.1
Fungi	fh1kg88z	Parajaminaea phylloscopi	GCA_976943335.1
Fungi	fh1kg88z	Parastagonospora nodorum	GCA_016801405.1
Fungi	fh1kg88z	Peltaster fructicola	GCA_001592805.2
Fungi	fh1kg88z	Penicillium roqueforti	GCA_030518555.1
Fungi	fh1kg88z	Phaeoclavulina alboapiculata	GCA_965217405.1
Fungi	fh1kg88z	Phlegmacium triumphans	GCA_965275855.1
Fungi	fh1kg88z	Pichia kudriavzevii	GCF_003054445.1
Fungi	fh1kg88z	Pithoascus sp SM 2023a	GCA_052083585.1
Fungi	fh1kg88z	Platismatia glauca	GCA_963556305.1
Fungi	fh1kg88z	Pleurotus cornucopiae	GCA_019677325.2
Fungi	fh1kg88z	Pneumocystis wakefieldiae	GCA_017301755.1
Fungi	fh1kg88z	Podosphaera fusca	GCA_030378345.1
Fungi	fh1kg88z	Podospora comata	GCA_017354895.1
Fungi	fh1kg88z	Puccinia graminis	GCA_002762355.2
Fungi	fh1kg88z	Purpureocillium takamizusanense	GCF_022605165.1
Fungi	fh1kg88z	Pyricularia pennisetigena	GCF_004337985.1
Fungi	fh1kg88z	Ramalina siliquosa	GCA_965218175.1
Fungi	fh1kg88z	Rhizoctonia solani	GCF_016906535.1
Fungi	fh1kg88z	Rhizophagus irregularis	GCF_026210795.1
Fungi	fh1kg88z	Rhizopus stolonifer	GCA_054954275.1
Fungi	fh1kg88z	Rhizosphaera kalkhoffii	GCA_964106605.1
Fungi	fh1kg88z	Rhodotorula toruloides	GCA_051805525.1
Fungi	fh1kg88z	Rhynchosporium graminicola	GCA_046529785.1
Fungi	fh1kg88z	Ripartites tricholoma	GCA_964187995.1
Fungi	fh1kg88z	Russula aff farinipes	GCA_964199335.1
Fungi	fh1kg88z	Saccharomyces bayanus	GCA_019431265.1
Fungi	fh1kg88z	Saccharomyces cerevisiae Schizosaccharomyces pombe fusant	GCA_047651925.1
Fungi	fh1kg88z	Saccharomycodes ludwigii	GCF_020623625.1
Fungi	fh1kg88z	Saccharomycopsis fibuligera	GCA_001936155.1
Fungi	fh1kg88z	Saitoella coloradoensis	GCA_051599425.1
Fungi	fh1kg88z	Salmacisia buchloeana	GCA_029952725.1
Fungi	fh1kg88z	Sanghuangporus weigelae	GCA_033182465.1
Fungi	fh1kg88z	Savitreella phatthalungensis	GCA_051599415.1
Fungi	fh1kg88z	Scheffersomyces stipitis	GCF_000209165.1
Fungi	fh1kg88z	Schizosaccharomyces japonicus	GCA_032883015.1
Fungi	fh1kg88z	Sinodiscula theae sinensis	GCA_051027275.1
Fungi	fh1kg88z	Somion occarium	GCA_964035595.1
Fungi	fh1kg88z	Sparassis latifolia	GCA_018466975.1
Fungi	fh1kg88z	Sphaerulina musiva	GCA_052057135.1
Fungi	fh1kg88z	Sporisorium scitamineum	GCA_053455765.1
Fungi	fh1kg88z	Sugiyamaella lignohabitans	GCF_001640025.1
Fungi	fh1kg88z	Suillus bovinus	GCA_046055875.1
Fungi	fh1kg88z	Sungouiella intermedia	GCA_900106115.1
Fungi	fh1kg88z	Sympodiomycopsis kandeliae	GCA_976943355.1
Fungi	fh1kg88z	Taiwanofungus camphoratus	GCA_003999685.1
Fungi	fh1kg88z	Talaromyces funiculosus	GCA_004299765.1
Fungi	fh1kg88z	Tausonia pullulans	GCA_951802195.1
Fungi	fh1kg88z	Tetrapisispora phaffii	GCF_000236905.1
Fungi	fh1kg88z	Thielaviopsis punctulata	GCA_036034705.1
Fungi	fh1kg88z	Torulaspora delbrueckii	GCF_000243375.1
Fungi	fh1kg88z	Tremella fuciformis	GCA_032768795.1
Fungi	fh1kg88z	Tricholoma hemisulphureum	GCA_964034925.1
Fungi	fh1kg88z	Trichophyton tonsurans	GCA_047301375.1
Fungi	fh1kg88z	Trichosporon asahii	GCA_044759035.1
Fungi	fh1kg88z	Trichothecium roseum	GCA_026184415.1
Fungi	fh1kg88z	Umbilicaria deusta	GCA_964340765.1
Fungi	fh1kg88z	Ustilago hordei	GCA_023748715.1
Fungi	fh1kg88z	Vairimorpha necatrix	GCF_036630325.1
Fungi	fh1kg88z	Vanrija pseudolonga	GCF_020906515.1
Fungi	fh1kg88z	Venturia effusa	GCA_007735645.1
Fungi	fh1kg88z	Verticillium nonalfalfae	GCA_019551875.1
Fungi	fh1kg88z	Volvariella surrecta	GCA_951802395.1
Fungi	fh1kg88z	Wickerhamomyces anomalus	GCA_050059845.1
Fungi	fh1kg88z	Wolfiporia hoelen	GCA_043792045.1
Fungi	fh1kg88z	Xanthoria parietina	GCA_964656405.1
Fungi	fh1kg88z	Yamadazyma tenuis	GCF_029203305.1
Fungi	fh1kg88z	Yarrowia lipolytica	GCF_001761485.1
Fungi	fh1kg88z	Zygosaccharomyces rouxii	GCF_000026365.1
Fungi	fh1kg88z	Zygotorulaspora mrakii	GCF_013402915.1
Insecta	58hsuobw	Abia candens	GCA_964212075.1
Insecta	58hsuobw	Acanthococcus lagerstroemiae	GCA_031841125.1
Insecta	58hsuobw	Acrocera orbiculus	GCA_947359355.1
Insecta	58hsuobw	Acrolepiopsis assectella	GCA_966185125.1
Insecta	58hsuobw	Adalia bipunctata	GCA_910592335.1
Insecta	58hsuobw	Adelges tsugae	GCA_053542795.1
Insecta	58hsuobw	Aedes aegypti	GCF_002204515.2
Insecta	58hsuobw	Aenasius arizonensis	GCA_047562435.1
Insecta	58hsuobw	Agapetus fuscipes	GCA_951799405.1
Insecta	58hsuobw	Agonopterix heracliana	GCA_963693445.1
Insecta	58hsuobw	Agonum viduum	GCA_978021445.1
Insecta	58hsuobw	Agrilus biguttatus	GCA_963921985.1
Insecta	58hsuobw	Agrypnus murinus	GCA_929113105.1
Insecta	58hsuobw	Allantus rufocinctus	GCA_978841125.1
Insecta	58hsuobw	Alysia alticola	GCA_982375375.1
Insecta	58hsuobw	Ammophila pubescens	GCA_965247725.1
Insecta	58hsuobw	Ampulex clypecomplana	GCA_049354905.1
Insecta	58hsuobw	Anaspis maculata	GCA_949128115.1
Insecta	58hsuobw	Anopheles stephensi	GCF_013141755.1
Insecta	58hsuobw	Anthocoris nemoralis	GCA_964249955.1
Insecta	58hsuobw	Anthonomus grandis	GCF_022605725.1
Insecta	58hsuobw	Aphrophora alni	GCA_963513935.1
Insecta	58hsuobw	Aquarius paludum	GCA_052327185.1
Insecta	58hsuobw	Archilestes grandis	GCA_977012885.1
Insecta	58hsuobw	Arge ochropus	GCA_965113185.1
Insecta	58hsuobw	Athalia rosae	GCF_917208135.1
Insecta	58hsuobw	Atherix ibis	GCA_958298945.2
Insecta	58hsuobw	Athripsodes cinereus	GCA_947579605.1
Insecta	58hsuobw	Attagenus pellio	GCA_978258735.1
Insecta	58hsuobw	Atylotus rusticus	GCA_978045085.1
Insecta	58hsuobw	Bacillus rossius	GCF_032445375.1
Insecta	58hsuobw	Bactericera cockerelli	GCA_024516035.1
Insecta	58hsuobw	Bemisia tabaci	GCF_918797505.1
Insecta	58hsuobw	Beris chalybata	GCA_949128065.1
Insecta	58hsuobw	Boletina plana	GCA_977070995.1
Insecta	58hsuobw	Boreus westwoodi	GCA_981954615.1
Insecta	58hsuobw	Brachyptera risi	GCA_964007535.1
Insecta	58hsuobw	Bradysia coprophila	GCF_014529535.2
Insecta	58hsuobw	Brassicogethes aeneus	GCA_921294245.1
Insecta	58hsuobw	Callosobruchus maculatus	GCA_040182625.1
Insecta	58hsuobw	Carabus nemoralis	GCA_977790985.1
Insecta	58hsuobw	Cartodere bifasciata	GCA_963920755.1
Insecta	58hsuobw	Catops nigricans	GCA_965642125.1
Insecta	58hsuobw	Cephus spinipes	GCA_963971525.1
Insecta	58hsuobw	Ceroplastes pseudoceriferus	GCA_050872025.1
Insecta	58hsuobw	Chalcis sispes	GCA_949987625.1
Insecta	58hsuobw	Chelidurella thaleri	GCA_965178615.1
Insecta	58hsuobw	Cheumatopsyche charites	GCA_024721215.1
Insecta	58hsuobw	Chrysis angustula	GCA_965642015.1
Insecta	58hsuobw	Chrysopa pallens	GCA_020423425.1
Insecta	58hsuobw	Chrysopilus asiliformis	GCA_964034945.1
Insecta	58hsuobw	Chrysotoxum bicinctum	GCA_911387755.1
Insecta	58hsuobw	Cis bilamellatus	GCA_977930235.1
Insecta	58hsuobw	Cloeon dipterum	GCF_949628265.1
Insecta	58hsuobw	Crataerina pallida	GCA_949710015.1
Insecta	58hsuobw	Crudosilis ruficollis	GCA_978018155.1
Insecta	58hsuobw	Cryptophyllium westwoodii	GCA_055697375.1
Insecta	58hsuobw	Culicoides sonorensis	GCA_047716325.1
Insecta	58hsuobw	Cyamophila willieti	GCA_041222665.1
Insecta	58hsuobw	Dactylopius coccus	GCA_977009245.1
Insecta	58hsuobw	Dascillus cervinus	GCA_949768715.1
Insecta	58hsuobw	Dastarcus helophoroides	GCA_028583605.1
Insecta	58hsuobw	Dilophus febrilis	GCA_958336335.1
Insecta	58hsuobw	Dinocras cephalotes	GCA_965637155.1
Insecta	58hsuobw	Diogma glabrata	GCA_963693315.1
Insecta	58hsuobw	Diplazon laetatorius	GCA_963662125.1
Insecta	58hsuobw	Diprion similis	GCF_021155765.1
Insecta	58hsuobw	Dixa nubilipennis	GCA_982345085.1
Insecta	58hsuobw	Dolichovespula saxonica	GCA_911387935.1
Insecta	58hsuobw	Dromius quadrimaculatus	GCA_963989225.1
Insecta	58hsuobw	Dryococelus australis	GCA_029891345.1
Insecta	58hsuobw	Dryocosmus kuriphilus	GCA_038277395.1
Insecta	58hsuobw	Ecdyonurus torrentis	GCA_949318235.1
Insecta	58hsuobw	Elmis aenea	GCA_947652605.1
Insecta	58hsuobw	Embia tyrrhenica	GCA_965644375.1
Insecta	58hsuobw	Endomychus coccineus	GCA_958510875.1
Insecta	58hsuobw	Ephemera vulgata	GCA_977061575.1
Insecta	58hsuobw	Epicopeia hainesii	GCA_056506125.1
Insecta	58hsuobw	Eubasilissa splendida	GCA_031772225.1
Insecta	58hsuobw	Eutomostethus luteiventris	GCA_964662225.2
Insecta	58hsuobw	Gasteruption jaculator	GCA_949825005.1
Insecta	58hsuobw	Gelis areator	GCA_964059375.1
Insecta	58hsuobw	Geotrupes spiniger	GCA_959613385.1
Insecta	58hsuobw	Glyphotaelius pellucidus	GCA_936435175.1
Insecta	58hsuobw	Gomphocerus sibiricus	GCA_051013515.1
Insecta	58hsuobw	Gorytes laticinctus	GCA_977993655.1
Insecta	58hsuobw	Gryllus bimaculatus	GCA_054131365.1
Insecta	58hsuobw	Grypus equiseti	GCA_964656865.1
Insecta	58hsuobw	Hallomenus binotatus	GCA_965648495.1
Insecta	58hsuobw	Harpalus anxius	GCA_965601895.1
Insecta	58hsuobw	Heringocrania unimaculella	GCA_977014445.1
Insecta	58hsuobw	Hetaerina titia	GCA_037158775.1
Insecta	58hsuobw	Himalopsyche anomala	GCA_031772345.1
Insecta	58hsuobw	Hololepta plana	GCA_963695495.2
Insecta	58hsuobw	Hybos culiciformis	GCA_964007475.1
Insecta	58hsuobw	Hymenopus coronatus	GCA_030762935.1
Insecta	58hsuobw	Icerya purchasi	GCA_039619475.1
Insecta	58hsuobw	Ischnura senegalensis	GCA_964251815.1
Insecta	58hsuobw	Ischnus inquisitorius	GCA_963924025.1
Insecta	58hsuobw	Isoperla grammatica	GCA_945910005.1
Insecta	58hsuobw	Kerria lacca	GCA_045014175.1
Insecta	58hsuobw	Kybos smaragdulus	GCA_976954465.1
Insecta	58hsuobw	Laccobius striatulus	GCA_965654275.1
Insecta	58hsuobw	Lasiorhynchites cavifrons	GCA_976916715.1
Insecta	58hsuobw	Lasius brunneus	GCA_964261615.1
Insecta	58hsuobw	Lepisma saccharinum	GCA_977018435.1
Insecta	58hsuobw	Leuctra nigra	GCA_934045905.1
Insecta	58hsuobw	Limonia nubeculosa	GCA_977930355.1
Insecta	58hsuobw	Liopterus haemorrhoidalis	GCA_963971575.1
Insecta	58hsuobw	Liposcelis bostrychophila	GCA_037577465.1
Insecta	58hsuobw	Loboptera decipiens	GCA_964662295.2
Insecta	58hsuobw	Loensia variegata	GCA_964261705.1
Insecta	58hsuobw	Lutzomyia longipalpis	GCF_024334085.1
Insecta	58hsuobw	Lyristes plebejus	GCA_980043705.1
Insecta	58hsuobw	Machimus atricapillus	GCA_933228815.1
Insecta	58hsuobw	Macrocera phalerata	GCA_978473185.1
Insecta	58hsuobw	Mantis religiosa	GCA_030765055.1
Insecta	58hsuobw	Mesopsocus fuscifrons	GCA_950004255.1
Insecta	58hsuobw	Metallyticus violacea	GCA_030762175.1
Insecta	58hsuobw	Metoecus paradoxus	GCA_965282865.1
Insecta	58hsuobw	Micropterix aruncella	GCA_944548615.1
Insecta	58hsuobw	Microrhagus pygmaeus	GCA_965643785.1
Insecta	58hsuobw	Mongoloraphidia duomilia	GCA_039654895.1
Insecta	58hsuobw	Mycetophagus atomarius	GCA_977112535.1
Insecta	58hsuobw	Mylabris quadripunctata	GCA_977015545.1
Insecta	58hsuobw	Myrmecophilus myrmecophilus	GCA_046865745.1
Insecta	58hsuobw	Nadezhdiella cantori	GCA_051225655.1
Insecta	58hsuobw	Nebria salina	GCA_944039245.1
Insecta	58hsuobw	Nematus trochanteratus	GCA_055731545.1
Insecta	58hsuobw	Nemophora metallica	GCA_964261965.1
Insecta	58hsuobw	Nemoura dubitans	GCA_921293005.1
Insecta	58hsuobw	Neoneuromus ignobilis	GCA_029203775.1
Insecta	58hsuobw	Nilaparvata lugens	GCF_014356525.2
Insecta	58hsuobw	Notoxus monoceros	GCA_965276455.1
Insecta	58hsuobw	Ocys tachysoides	GCA_965282375.1
Insecta	58hsuobw	Oedemera lurida	GCA_979846555.1
Insecta	58hsuobw	Opilo mollis	GCA_964338635.1
Insecta	58hsuobw	Orchesia undulata	GCA_965642315.1
Insecta	58hsuobw	Osmylus fulvicephalus	GCA_977109365.1
Insecta	58hsuobw	Panorpa germanica	GCA_963678705.1
Insecta	58hsuobw	Pedicia rivosa	GCA_963082725.1
Insecta	58hsuobw	Periplaneta americana	GCF_040183065.1
Insecta	58hsuobw	Platycleis affinis	GCA_980899315.1
Insecta	58hsuobw	Platydracus latebricola	GCA_978021435.1
Insecta	58hsuobw	Platygaster robiniae	GCA_028476575.1
Insecta	58hsuobw	Platystomos albinus	GCA_964106875.1
Insecta	58hsuobw	Plecia longiforceps	GCA_041753815.1
Insecta	58hsuobw	Polypedilum vanderplanki	GCA_018290095.1
Insecta	58hsuobw	Priocnemis perturbator	GCA_963942575.1
Insecta	58hsuobw	Prionocyphon serricornis	GCA_965648515.1
Insecta	58hsuobw	Propomacrus cypriacus	GCA_977019095.1
Insecta	58hsuobw	Prosopocoilus inquinatus	GCA_036172665.1
Insecta	58hsuobw	Protaetia brevitarsis	GCA_051903415.1
Insecta	58hsuobw	Pseudococcus jackbeardsleyi	GCA_038380155.1
Insecta	58hsuobw	Pseudoregma bambucicola	GCA_041296405.1
Insecta	58hsuobw	Pteronarcys californica	GCA_043644785.1
Insecta	58hsuobw	Ptychoptera contaminata	GCA_963942525.1
Insecta	58hsuobw	Pyrochroa serraticornis	GCA_905333025.2
Insecta	58hsuobw	Pyrocoelia pectoralis	GCA_036250285.1
Insecta	58hsuobw	Rhamphomyia laevipes	GCA_963920725.1
Insecta	58hsuobw	Salpingus planirostris	GCA_949788335.1
Insecta	58hsuobw	Scarites abbreviatus	GCA_982297035.1
Insecta	58hsuobw	Scenopinus jerei	GCA_965641765.1
Insecta	58hsuobw	Schizodactylus jimo	GCA_053542775.1
Insecta	58hsuobw	Schlechtendalia chinensis	GCA_019022885.1
Insecta	58hsuobw	Sciapus platypterus	GCA_964204755.1
